NAME	cell_type
KLK1	B.cells
KLRB1	NK.cells
KLRC1	NK.cells
KLRC2	NK.cells
KLRC4	T.cells.CD8
KLRD1	NK.cells
KLRF1	NK.cells
KLRG1	NKT.cells
KLRK1	NK.cells
KRI1	NK.cells
KYNU	Monocytes
L3MBTL1	NKT.cells
L3MBTL4	NK.cells
LACTB	Monocytes
LACTB2	NKT.cells
LAG3	T.cells.CD8
LAIR2	NKT.cells
LAPTM4B	NK.cells
LARP1B	NK.cells
LAS1L	T.cells.CD8
LAT	NKT.cells
LAT2	Monocytes
LATS2	Monocytes
LAX1	NK.cells
LCK	NKT.cells
LCN2	Monocytes
LCN8	B.cells
LCNL1	T.cells.CD8
LDLRAP1	T.cells.CD4
LDOC1	NKT.cells
LEAP2	B.cells
LEF1	T.cells.CD4
LENG9	NK.cells
LETM2	NK.cells
LGALS12	Monocytes
LGALS2	Monocytes
LGALS3BP	T.cells.CD4
LIG1	NKT.cells
LILRA1	Monocytes
LILRA2	Monocytes
LILRA3	Monocytes
LILRA5	Monocytes
LILRA6	Monocytes
LILRB1	NKT.cells
LILRB2	Monocytes
LILRB3	Monocytes
LILRB4	Monocytes
LIMA1	NKT.cells
LIME1	B.cells
LIMS2	B.cells
LIN37	NKT.cells
LIN7A	Monocytes
LINC00094	T.cells.CD8
LINC00341	B.cells
LINC00402	T.cells.CD4
LINC00478	T.cells.CD4
LINC00482	Monocytes
LINC00544	T.cells.CD4
LINC00649	NKT.cells
LINC00694	Monocytes
LINC00843	NKT.cells
LINC00852	NKT.cells
LINC00861	T.cells.CD8
LINC00877	Monocytes
LINC00887	B.cells
LINC00893	T.cells.CD8
LINC00896	T.cells.CD8
LINC00910	B.cells
LINC00926	B.cells
LINC00937	Monocytes
LINC00944	NKT.cells
LINC00984	Monocytes
LINC00987	T.cells.CD8
LINC00989	Monocytes
LINC00996	B.cells
LINC01024	T.cells.CD4
LINC01137	NK.cells
LINS	T.cells.CD4
LLGL2	NK.cells
LMAN2L	T.cells.CD8
LMBRD1	B.cells
LMNB2	NKT.cells
LMO2	Monocytes
LNX2	NK.cells
LOH12CR2	T.cells.CD8
LOXL1.AS1	T.cells.CD4
LPCAT2	Monocytes
LRFN3	T.cells.CD8
LRIG1	T.cells.CD4
LRP1	Monocytes
LRRC16A	B.cells
LRRC23	NK.cells
LRRC25	Monocytes
LRRC27	NK.cells
LRRC37A3	NKT.cells
LRRC40	NK.cells
LRRC48	B.cells
LRRK2	Monocytes
LRRN3	T.cells.CD4
LRWD1	B.cells
LSM11	T.cells.CD8
LSR	NK.cells
LST1	Monocytes
LTB	T.cells.CD4
LTBP4	NKT.cells
LY6G6F	Monocytes
LY86	Monocytes
LY96	Monocytes
LYL1	B.cells
LYPLAL1	B.cells
LYRM7	B.cells
LYSMD4	NK.cells
LYZ	Monocytes
LZTS2	B.cells
MACROD2	B.cells
MAF	NK.cells
MAFB	Monocytes
MAFF	NK.cells
MAGEE1	T.cells.CD8
MAL	T.cells.CD4
MALSU1	B.cells
MAML3	Monocytes
MAN1A1	NKT.cells
MAN1C1	Monocytes
MAN2C1	NK.cells
MAP1LC3A	NKT.cells
MAP3K1	Monocytes
MAP3K6	T.cells.CD8
MAP9	NKT.cells
MAPK13	T.cells.CD8
MAPK8	NK.cells
MARC1	Monocytes
MARCH1	B.cells
MARCKS	Monocytes
MARCO	Monocytes
MARK4	NKT.cells
MARVELD1	Monocytes
MAST4	T.cells.CD4
MATK	NK.cells
MAVS	T.cells.CD4
MB21D2	T.cells.CD4
MBD4	B.cells
MBOAT1	Monocytes
MBTD1	NK.cells
MCF2L2	T.cells.CD4
MCM4	NKT.cells
MCOLN2	T.cells.CD8
MCTP1	Monocytes
MCTP2	NK.cells
MDC1	NK.cells
MDS2	T.cells.CD4
MECR	NKT.cells
MED12	NK.cells
MED24	T.cells.CD8
MED27	NKT.cells
MED9	NKT.cells
MEF2BNB.MEF2B	T.cells.CD4
MEF2C	B.cells
MEF2C.AS1	B.cells
MEFV	Monocytes
MEGF9	Monocytes
MEIS2	NKT.cells
MEPCE	B.cells
METAP1D	B.cells
METRNL	Monocytes
METTL1	B.cells
METTL18	B.cells
METTL25	NKT.cells
METTL6	NK.cells
METTL8	B.cells
MFAP3L	Monocytes
MFN1	B.cells
MGST1	Monocytes
MIAT	NKT.cells
MIB2	NK.cells
MICAL2	T.cells.CD8
MICAL3	NK.cells
MIER2	T.cells.CD4
MILR1	B.cells
MIR29A	T.cells.CD4
MIR4458HG	T.cells.CD4
MLLT11	NK.cells
MLLT3	T.cells.CD4
MLXIPL	T.cells.CD8
MMP23B	NKT.cells
MNDA	Monocytes
MOB3B	B.cells
MOCOS	T.cells.CD8
MOCS3	B.cells
MORC2	T.cells.CD4
MORC2.AS1	T.cells.CD4
MOSPD2	Monocytes
MPEG1	Monocytes
MPHOSPH9	NK.cells
MPI	NKT.cells
MPND	NK.cells
MPP6	B.cells
MPP7	Monocytes
MPRIP.AS1	T.cells.CD8
MPV17L2	B.cells
MPZL1	Monocytes
MREG	NK.cells
MRPL38	T.cells.CD8
MS4A1	B.cells
MS4A6A	Monocytes
MS4A7	Monocytes
MSC	NKT.cells
MSH2	T.cells.CD8
MSRB1	Monocytes
MT1E	T.cells.CD8
MTAP	B.cells
MTBP	T.cells.CD4
MTERFD1	NKT.cells
MTERFD3	NKT.cells
MTG2	B.cells
MTHFD1	B.cells
MTHFSD	T.cells.CD8
MTMR1	NK.cells
MTMR10	NKT.cells
MTMR11	Monocytes
MTRNR2L2	Monocytes
MTRR	NKT.cells
MUC20	T.cells.CD4
MUL1	B.cells
MUM1	NK.cells
MUT	NKT.cells
MVB12B	T.cells.CD8
MXD1	Monocytes
MXRA7	NKT.cells
MYB	T.cells.CD4
MYBBP1A	NKT.cells
MYBL1	NK.cells
MYBL2	B.cells
MYC	T.cells.CD4
MYCL	Monocytes
MYEF2	B.cells
MYH11	T.cells.CD4
MYH7B	NKT.cells
MYL9	Monocytes
MYO19	NK.cells
MYO1C	B.cells
MYO1E	B.cells
MYO5A	Monocytes
MYO6	T.cells.CD8
MYOF	Monocytes
MZB1	B.cells
N4BP3	B.cells
N6AMT1	B.cells
NAA40	NK.cells
NAA60.1	NKT.cells
NAALADL1	NK.cells
NAB2	B.cells
NABP2	NK.cells
NACC2	Monocytes
NAIP	Monocytes
NAMPT	Monocytes
NARG2	B.cells
NARS2	T.cells.CD8
NAT1	NK.cells
NBPF20	NK.cells
NCALD	NK.cells
NCAM1	NK.cells
NCF1	Monocytes
NCF2	Monocytes
NCKAP5L	T.cells.CD4
NCMAP	NK.cells
NCR1	NK.cells
NCR3	NK.cells
NDC80	NKT.cells
NDE1	NK.cells
NDEL1	NKT.cells
NDRG3	B.cells
NDUFAF4	NKT.cells
NDUFAF5	NKT.cells
NEIL1	NK.cells
NELL2	T.cells.CD4
NETO2	Monocytes
NEXN	Monocytes
NF2	NKT.cells
NFAM1	Monocytes
NFATC1	B.cells
NFATC2	NK.cells
NFE2	Monocytes
NFE2L1	B.cells
NFIL3	Monocytes
NFIX	B.cells
NFKB2	B.cells
NFKBIB	B.cells
NFKBID	B.cells
NFKBIE	B.cells
NGRN	NK.cells
NHSL2	T.cells.CD4
NID1	Monocytes
NIP7	NKT.cells
NIPA1	NKT.cells
NIPAL2	B.cells
NKG7	NK.cells
NLRC4	Monocytes
NLRP12	Monocytes
NLRP3	Monocytes
NME4	B.cells
NME8	NK.cells
NMRAL1	NKT.cells
NMT2	NKT.cells
NMUR1	NK.cells
NOD2	Monocytes
NOG	T.cells.CD4
NOL3	Monocytes
NOP14.AS1	NK.cells
NOSIP	T.cells.CD4
NPDC1	T.cells.CD8
NPIPB11	T.cells.CD8
NPL	Monocytes
NPRL2	NK.cells
NPTN	Monocytes
NR2F6	B.cells
NRG1	Monocytes
NRGN	Monocytes
NRIP1	Monocytes
NRIP2	T.cells.CD8
NSDHL	NKT.cells
NT5E	B.cells
NTHL1	NK.cells
NUAK2	B.cells
NUDT19	T.cells.CD8
NUDT8	NKT.cells
NUF2	T.cells.CD8
NUGGC	NKT.cells
NUP214	Monocytes
NUP88	B.cells
OAF	Monocytes
OASL	NKT.cells
OBFC1	NKT.cells
OBSCN	T.cells.CD4
ODF3B	Monocytes
OLFM2	NKT.cells
OLIG1	Monocytes
OPRM1	T.cells.CD8
OR2A1.AS1	B.cells
ORAI2	B.cells
ORC5	NKT.cells
OSBP2	NKT.cells
OSBPL10.AS1	B.cells
OSBPL5	NK.cells
OSBPL7	NK.cells
OSCAR	Monocytes
OSGEPL1	NK.cells
OTUD1	B.cells
OTUD7A	T.cells.CD8
OTUD7B	NK.cells
OXCT1	NKT.cells
OXNAD1	T.cells.CD4
P2RX1	Monocytes
P2RX5	B.cells
P2RX7	Monocytes
P2RY10	T.cells.CD8
P2RY11	NK.cells
P2RY13	Monocytes
P4HTM	NKT.cells
PACS2	NK.cells
PADI2	Monocytes
PAICS	B.cells
PAIP2B	B.cells
PAK1	Monocytes
PAK4	T.cells.CD8
PAK6	T.cells.CD8
PANX1	NKT.cells
PAQR4	NKT.cells
PAQR8	T.cells.CD4
PARD6B	T.cells.CD8
PARP15	B.cells
PASK	T.cells.CD4
PATL2	NKT.cells
PAWR	B.cells
PAX5	B.cells
PBX4	T.cells.CD8
PCAT7	B.cells
PCBP4	NKT.cells
PCDH9	B.cells
PCGF1	NKT.cells
PCNXL2	NKT.cells
PCNXL3	NK.cells
PCSK1N	T.cells.CD4
PCYT2	NK.cells
PDCD1	NKT.cells
PDE3B	T.cells.CD4
PDE4B	B.cells
PDE5A	Monocytes
PDE6B	NK.cells
PDGFD	NK.cells
PDGFRB	NK.cells
PDK1	T.cells.CD4
PDK4	Monocytes
PDLIM7	Monocytes
PDSS1	NK.cells
PDXK	Monocytes
PEAK1	NK.cells
PELI2	Monocytes
PERP	NKT.cells
PEX3	NKT.cells
PF4	Monocytes
PF4V1	Monocytes
PFAS	NKT.cells
PFN2	T.cells.CD4
PGAP1	T.cells.CD4
PGBD2	T.cells.CD8
PGD	Monocytes
PHC1	T.cells.CD4
PHC2	Monocytes
PHF12	T.cells.CD8
PHF2	T.cells.CD8
PHF7	B.cells
PHLDB2	NKT.cells
PHRF1	T.cells.CD8
PHTF2	B.cells
PID1	Monocytes
PIF1	NK.cells
PIGO	NK.cells
PIGV	NK.cells
PIGW	B.cells
PIK3C2A	NK.cells
PIK3CB	Monocytes
PIK3CG	NK.cells
PIK3R6	NK.cells
PILRA	Monocytes
PILRB	NK.cells
PITPNC1	T.cells.CD8
PITRM1	B.cells
PIWIL2	NKT.cells
PJA1	T.cells.CD8
PKIG	B.cells
PLA2G15	NK.cells
PLA2G4C	B.cells
PLA2G7	Monocytes
PLAG1	B.cells
PLAGL1	Monocytes
PLAUR	Monocytes
PLBD1	Monocytes
PLCD1	NK.cells
PLCG1	T.cells.CD8
PLCG2	B.cells
PLCH2	T.cells.CD8
PLCL1	NKT.cells
PLD4	B.cells
PLD6	T.cells.CD4
PLEKHA5	NKT.cells
PLEKHB1	T.cells.CD4
PLEKHF1	NK.cells
PLEKHF2	B.cells
PLEKHG3	NK.cells
PLOD1	Monocytes
PLXDC2	Monocytes
PLXNB2	Monocytes
PLXNC1	Monocytes
PLXND1	Monocytes
PNOC	B.cells
PNRC2.1	T.cells.CD4
POFUT2	B.cells
POLA2	NK.cells
POLD1	NKT.cells
POLD2	B.cells
POPDC2	T.cells.CD4
PORCN	NKT.cells
POU2AF1	B.cells
POU2F2	B.cells
PPAPDC1B	B.cells
PPAPDC2	NK.cells
PPBP	Monocytes
PPIL1	B.cells
PPIP5K1	NKT.cells
PPM1F	Monocytes
PPP1R13B	T.cells.CD8
PPP1R14A	B.cells
PPP1R16B	T.cells.CD8
PPP2R2B	NKT.cells
PPP2R2D	NK.cells
PPP2R3B	NKT.cells
PPP5C	NKT.cells
PPRC1	B.cells
PPT2	NK.cells
PRAM1	Monocytes
PRCD	B.cells
PRDM1	NK.cells
PRDM8	T.cells.CD8
PRF1	NK.cells
PRICKLE1	B.cells
PRICKLE4	NK.cells
PRIMPOL	NKT.cells
PRKACA	Monocytes
PRKAR1B	NKT.cells
PRKAR2B	Monocytes
PRKCA	T.cells.CD4
PRKCE	B.cells
PRKCQ.AS1	T.cells.CD4
PROK2	NKT.cells
PRPF39	NK.cells
PRPF4	B.cells
PRR11	NK.cells
PRR5	NK.cells
PRR5L	NKT.cells
PRR7	T.cells.CD8
PRRG4	Monocytes
PRSS23	NK.cells
PRSS57	NK.cells
PSMC3IP	T.cells.CD8
PSTPIP2	NK.cells
PTAFR	Monocytes
PTCH1	NK.cells
PTCRA	Monocytes
PTGDR	NK.cells
PTGDS	NK.cells
PTGER2	T.cells.CD8
PTGIR	T.cells.CD4
PTGS1	Monocytes
PTMS	T.cells.CD8
PTP4A3	B.cells
PTPN11	NK.cells
PTTG1	NKT.cells
PUS10	T.cells.CD8
PVRL2	Monocytes
PWAR6	NK.cells
PWWP2B	B.cells
PXMP2	NKT.cells
PXN	NK.cells
PYCRL	B.cells
PYGL	Monocytes
PYHIN1	NK.cells
PYROXD2	NKT.cells
QKI	Monocytes
QPCT	Monocytes
QRSL1	B.cells
RAB11FIP4	NKT.cells
RAB11FIP5	NKT.cells
RAB13	Monocytes
RAB20	Monocytes
RAB27B	NK.cells
RAB30	B.cells
RAB31	Monocytes
RAB32	Monocytes
RAB33A	NKT.cells
RAB39B	NK.cells
RAB3D	Monocytes
RAB3GAP1	Monocytes
RAB40B	NK.cells
RACGAP1	NKT.cells
RAD17	NK.cells
RAD18	NK.cells
RAD51D	NK.cells
RAD54L2	NKT.cells
RALGDS	NK.cells
RALGPS2	B.cells
RAMP1	NK.cells
RANBP9	T.cells.CD8
RANGAP1	NKT.cells
RAP2A	NKT.cells
RASGRP3	B.cells
RASGRP4	Monocytes
RASSF2	Monocytes
RB1	B.cells
RBBP9	NKT.cells
RBFA	B.cells
RBL1	NKT.cells
RBM34	NK.cells
RBM45	B.cells
RBM47	Monocytes
RBM4B	NKT.cells
RBP7	Monocytes
RCAN2	T.cells.CD8
RCAN3	T.cells.CD4
RCOR1	Monocytes
RECQL5	T.cells.CD4
REEP6	T.cells.CD4
RELB	B.cells
RELL2	T.cells.CD8
REM2	B.cells
RENBP	Monocytes
REPS2	Monocytes
RETN	Monocytes
RETSAT	NKT.cells
REXO1	NKT.cells
RFC2	B.cells
RFC4	B.cells
RFT1	NK.cells
RFX2	T.cells.CD4
RFXAP	NKT.cells
RGCC	T.cells.CD4
RGL4	T.cells.CD8
RGPD1	T.cells.CD4
RGS1	T.cells.CD8
RGS17	NKT.cells
RGS18	Monocytes
RGS2	Monocytes
RGS3	NK.cells
RGS9	NKT.cells
RHBDD1	B.cells
RHBDD3	NK.cells
RHBDL1	T.cells.CD4
RHOB	Monocytes
RHOBTB2	NK.cells
RHOBTB3	NK.cells
RHOQ	Monocytes
RHPN1	T.cells.CD4
RIC3	T.cells.CD4
RIC8B	NK.cells
RILP	Monocytes
RILPL1	NKT.cells
RIN1	Monocytes
RIN2	Monocytes
RIPK2	NK.cells
RLN2	T.cells.CD4
RMDN3	NK.cells
RNASE2	Monocytes
RNASE6	Monocytes
RNASEH1.AS1	B.cells
RND1	T.cells.CD8
RNF103	T.cells.CD8
RNF121	NKT.cells
RNF130	Monocytes
RNF144A	NKT.cells
RNF144B	Monocytes
RNF157	T.cells.CD4
RNF165	NK.cells
RNF170	B.cells
RNF19B	Monocytes
RNF212	B.cells
RNF41	B.cells
RNF8	NK.cells
ROGDI	Monocytes
RORA	NKT.cells
RP1.148H17.1	B.cells
RP1.178F10.3	B.cells
RP1.179N16.6	T.cells.CD8
RP1.187B23.1	T.cells.CD4
RP1.8B1.4	NKT.cells
RP11.1017G21.5	B.cells
RP11.102N12.3	B.cells
RP11.104L21.3	NK.cells
RP11.108P20.1	T.cells.CD4
RP11.110I1.12	T.cells.CD4
RP11.1114A5.4	NK.cells
RP11.111A22.1	B.cells
RP11.1143G9.4	Monocytes
RP11.1152H14.1	T.cells.CD4
RP11.117D22.2	B.cells
RP11.119B16.2	B.cells
RP11.119D9.1	T.cells.CD4
RP11.119F19.2	NKT.cells
RP11.121A8.1	NK.cells
RP11.126K1.6	NKT.cells
RP11.127B20.3	T.cells.CD8
RP11.1399P15.1	T.cells.CD4
RP11.13N13.2	NKT.cells
RP11.146F11.1	T.cells.CD4
RP11.152N13.5	T.cells.CD4
RP11.158I9.5	B.cells
RP11.160E2.11	B.cells
RP11.162G10.5	B.cells
RP11.164H13.1	B.cells
RP11.169D4.2	T.cells.CD8
RP11.16E12.1	T.cells.CD8
RP11.178G16.4	NK.cells
RP11.17J14.2	T.cells.CD8
RP11.188D8.1	T.cells.CD8
RP11.18H21.1	T.cells.CD8
RP11.192H23.6	NK.cells
RP11.196G18.23	NKT.cells
RP11.206L10.9	T.cells.CD8
RP11.20D14.6	NK.cells
RP11.214C8.2	NK.cells
RP11.218M22.1	B.cells
RP11.222K16.2	T.cells.CD8
RP11.223C24.1	T.cells.CD4
RP11.228B15.4	NKT.cells
RP11.22P6.2	B.cells
RP11.23P13.6	T.cells.CD8
RP11.244H3.4	NKT.cells
RP11.245G13.2	NK.cells
RP11.258F22.1	T.cells.CD4
RP11.25K19.1	NK.cells
RP11.271K21.11	NK.cells
RP11.274B18.2	Monocytes
RP11.277A4.4	T.cells.CD4
RP11.277L2.4	T.cells.CD4
RP11.288H12.4	NKT.cells
RP11.290F20.3	Monocytes
RP11.291B21.2	T.cells.CD8
RP11.295G20.2	Monocytes
RP11.296O14.3	T.cells.CD8
RP11.297B17.3	B.cells
RP11.305L7.1	NKT.cells
RP11.305L7.3	NKT.cells
RP11.308N19.1	NK.cells
RP11.333E1.1	T.cells.CD8
RP11.337C18.8	B.cells
RP11.338I21.1	NK.cells
RP11.342K6.1	T.cells.CD8
RP11.343N15.2	NK.cells
RP11.346D14.1	B.cells
RP11.353N4.4	NKT.cells
RP11.355B11.2	T.cells.CD4
RP11.356I2.4	NK.cells
RP11.357H14.17	NKT.cells
RP11.35G9.3	B.cells
RP11.379B18.5	NKT.cells
RP11.382J12.1	B.cells
RP11.383H13.1	NKT.cells
RP11.395B7.4	NKT.cells
RP11.400F19.6	NKT.cells
RP11.403A21.2	T.cells.CD4
RP11.403I13.8	NKT.cells
RP11.415F23.2	T.cells.CD4
RP11.421L21.2	NKT.cells
RP11.421L21.3	B.cells
RP11.422P24.11	T.cells.CD4
RP11.426L16.3	NK.cells
RP11.428G5.5	B.cells
RP11.429E11.3	NK.cells
RP11.430H10.1	NK.cells
RP11.434C1.1	NKT.cells
RP11.445H22.3	T.cells.CD8
RP11.446N19.1	NK.cells
RP11.448A19.1	NKT.cells
RP11.460N16.1	NKT.cells
RP11.468E2.4	NK.cells
RP11.475I24.3	B.cells
RP11.47L3.1	T.cells.CD8
RP11.481A20.11	Monocytes
RP11.485G4.2	NK.cells
RP11.489E7.4	NK.cells
RP11.497K21.1	T.cells.CD8
RP11.499P20.2	T.cells.CD8
RP11.4F5.2	NKT.cells
RP11.501J20.5	Monocytes
RP11.505K9.1	NK.cells
RP11.50E11.3	B.cells
RP11.513M16.8	T.cells.CD8
RP11.515O17.2	NK.cells
RP11.535A5.1	T.cells.CD8
RP11.538P18.2	B.cells
RP11.539L10.2	NK.cells
RP11.542C16.2	NKT.cells
RP11.542M13.3	T.cells.CD4
RP11.54O7.1	NK.cells
RP11.553L6.2	T.cells.CD8
RP11.572O17.1	NKT.cells
RP11.583F2.2	NK.cells
RP11.586D19.1	T.cells.CD8
RP11.589P10.5	T.cells.CD8
RP11.58E21.3	B.cells
RP11.597D13.9	Monocytes
RP11.5C23.1	B.cells
RP11.609N14.1	T.cells.CD8
RP11.611D20.2	NK.cells
RP11.635N19.1	T.cells.CD4
RP11.63P12.6	NK.cells
RP11.65J3.1	Monocytes
RP11.664D1.1	T.cells.CD4
RP11.66H6.3	T.cells.CD4
RP11.690G19.3	NKT.cells
RP11.693J15.5	B.cells
RP11.706O15.3	T.cells.CD4
RP11.708J19.1	T.cells.CD8
RP11.712B9.2	T.cells.CD4
RP11.727F15.11	NK.cells
RP11.730K11.1	T.cells.CD4
RP11.732M18.3	T.cells.CD8
RP11.73O6.3	T.cells.CD8
RP11.763B22.4	T.cells.CD8
RP11.796G6.2	NKT.cells
RP11.79O8.1	T.cells.CD8
RP11.805I24.1	NK.cells
RP11.81H14.2	NK.cells
RP11.861A13.4	B.cells
RP11.867G23.8	NKT.cells
RP11.869B15.1	T.cells.CD4
RP11.874J12.4	T.cells.CD4
RP11.879F14.2	Monocytes
RP11.894J14.5	T.cells.CD4
RP11.894P9.1	T.cells.CD8
RP11.89F3.2	T.cells.CD8
RP11.89K11.1	NK.cells
RP11.932O9.9	NKT.cells
RP11.98D18.9	NK.cells
RP13.270P17.3	B.cells
RP13.317D12.3	T.cells.CD4
RP13.516M14.4	B.cells
RP13.580F15.2	T.cells.CD8
RP13.977J11.2	T.cells.CD4
RP2	Monocytes
RP3.337H4.9	T.cells.CD8
RP3.395M20.9	T.cells.CD8
RP3.400N23.6	T.cells.CD4
RP3.402G11.26	T.cells.CD8
RP3.475N16.1	T.cells.CD4
RP4.594I10.3	T.cells.CD4
RP4.673M15.1	T.cells.CD8
RP4.798A10.2	B.cells
RP5.1024G6.5	T.cells.CD4
RP5.1042K10.10	B.cells
RP5.1050D4.3	T.cells.CD4
RP5.1091N2.9	NKT.cells
RP5.1180E21.4	T.cells.CD8
RP5.887A10.1	B.cells
RP5.935K16.1	NKT.cells
RP6.206I17.2	NKT.cells
RP9	B.cells
RPPH1	Monocytes
RPS6KL1	T.cells.CD4
RPUSD2	B.cells
RRAGB	NKT.cells
RRAGC	B.cells
RRAGD	Monocytes
RRP12	Monocytes
RTKN2	T.cells.CD4
RTN1	Monocytes
RXRA	Monocytes
S100A12	Monocytes
S100A8	Monocytes
S100A9	Monocytes
S100B	NK.cells
S100P	Monocytes
S100Z	Monocytes
S1PR5	NKT.cells
SAC3D1	B.cells
SACS	T.cells.CD8
SAG	NK.cells
SAMD10	NKT.cells
SAMD3	NK.cells
SAMD4A	Monocytes
SAP30	Monocytes
SASH1	Monocytes
SAV1	B.cells
SCARB2	Monocytes
SCN1B	Monocytes
SCNN1A	NKT.cells
SCRG1	Monocytes
SCRN1	B.cells
SCYL2	NK.cells
SCYL3	NKT.cells
SDPR	Monocytes
SEC14L2	NKT.cells
SEC24A	NK.cells
SECTM1	Monocytes
SEL1L3	B.cells
SELO	Monocytes
SEMA4A	Monocytes
SEMA4B	B.cells
SEMA4C	NK.cells
SENP1	NK.cells
SEPT5	Monocytes
SERF1A	B.cells
SERINC5	T.cells.CD4
SERPINA1	Monocytes
SERPINB8	Monocytes
SERPINH1	NKT.cells
SESN1	B.cells
SESN2	NK.cells
SESN3	T.cells.CD4
SESTD1	Monocytes
SETD1A	NK.cells
SETD7	Monocytes
SFMBT2	NK.cells
SGCE	T.cells.CD8
SGK1	Monocytes
SGMS2	Monocytes
SGOL2	NKT.cells
SGPP2	NK.cells
SGSM2	T.cells.CD4
SH2B2	B.cells
SH2B3	Monocytes
SH2D1A	T.cells.CD8
SH2D1B	NK.cells
SH2D2A	NK.cells
SH2D3A	T.cells.CD4
SH3BGRL2	Monocytes
SH3BP2	NK.cells
SH3TC1	Monocytes
SH3YL1	T.cells.CD4
SHF	T.cells.CD8
SHISA9	T.cells.CD8
SHMT1	T.cells.CD8
SHMT2	B.cells
SHROOM1	T.cells.CD4
SIDT1	B.cells
SIDT1.AS1	T.cells.CD8
SIGLEC10	Monocytes
SIGLEC5	Monocytes
SIGLEC9	Monocytes
SIK2	Monocytes
SIMC1	B.cells
SIPA1L3	B.cells
SIRPA	Monocytes
SIRPB1	Monocytes
SIRPB2	Monocytes
SIRPG	T.cells.CD4
SIT1	NKT.cells
SKP2	B.cells
SLAMF1	T.cells.CD4
SLAMF7	NKT.cells
SLAMF8	T.cells.CD8
SLC10A3	NKT.cells
SLC11A1	Monocytes
SLC15A3	Monocytes
SLC16A1	T.cells.CD4
SLC16A10	T.cells.CD4
SLC16A5	Monocytes
SLC16A6	Monocytes
SLC17A5	NKT.cells
SLC1A5	NK.cells
SLC1A7	NKT.cells
SLC20A1	NKT.cells
SLC22A15	Monocytes
SLC24A4	Monocytes
SLC25A14	NK.cells
SLC25A19	B.cells
SLC25A23	NK.cells
SLC25A29	NKT.cells
SLC25A35	NK.cells
SLC25A4	NK.cells
SLC25A42	T.cells.CD8
SLC25A53	NK.cells
SLC26A6	NK.cells
SLC27A1	Monocytes
SLC29A2	NKT.cells
SLC2A11	B.cells
SLC2A6	B.cells
SLC2A8	NK.cells
SLC31A2	Monocytes
SLC35B2	NKT.cells
SLC35G1	T.cells.CD8
SLC38A5	NKT.cells
SLC39A7	NKT.cells
SLC39A8	T.cells.CD4
SLC40A1	Monocytes
SLC41A1	B.cells
SLC4A1	NKT.cells
SLC4A2	NK.cells
SLC4A4	NK.cells
SLC4A8	NK.cells
SLC52A1	T.cells.CD8
SLC6A3	NKT.cells
SLC6A6	Monocytes
SLC7A5	NKT.cells
SLC7A6	NK.cells
SLC7A7	Monocytes
SLC8A1	Monocytes
SLC9A3R2	NK.cells
SLC9A7	B.cells
SLC9A8	NK.cells
SLC9B2	NKT.cells
SLFN12	Monocytes
SLFN12L	NKT.cells
SLFN13	NK.cells
SLFN5	NK.cells
SLITRK4	Monocytes
SLX4	NKT.cells
SMAD7	NKT.cells
SMARCAD1	NK.cells
SMARCB1	B.cells
SMARCD3	Monocytes
SMC6	B.cells
SMIM14	B.cells
SMKR1	NK.cells
SMPD3	NK.cells
SMPDL3A	Monocytes
SMYD2	T.cells.CD8
SNAPC1	T.cells.CD8
SNHG7	B.cells
SNORD3B.2	Monocytes
SNTA1	B.cells
SNURF	T.cells.CD8
SNURF.1	NK.cells
SNX15	B.cells
SNX2	B.cells
SNX22	B.cells
SNX29	B.cells
SNX29P2	B.cells
SOCS1	NK.cells
SOCS2	T.cells.CD4
SOCS3	T.cells.CD4
SORT1	Monocytes
SOS1	T.cells.CD8
SOWAHD	B.cells
SOX4	Monocytes
SOX6	T.cells.CD8
SP4	NKT.cells
SPARC	Monocytes
SPATA20	T.cells.CD8
SPATA41	T.cells.CD4
SPATA5	T.cells.CD4
SPEF2	NKT.cells
SPI1	Monocytes
SPIB	B.cells
SPINT1	Monocytes
SPINT2	B.cells
SPIRE2	NK.cells
SPN	NK.cells
SPNS3	T.cells.CD8
SPOCK2	T.cells.CD4
SPON2	NK.cells
SPRED1	NK.cells
SPRY2	NK.cells
SPTBN1	NK.cells
SPTSSB	NK.cells
SRD5A3	T.cells.CD8
SREBF2	T.cells.CD4
SRSF10.1	T.cells.CD4
SSFA2	Monocytes
SSPN	B.cells
ST14	B.cells
ST3GAL4	NK.cells
ST3GAL6	Monocytes
ST6GALNAC1	T.cells.CD4
ST6GALNAC3	Monocytes
ST6GALNAC6	NKT.cells
ST7L	T.cells.CD8
ST8SIA1	T.cells.CD4
ST8SIA6	NKT.cells
STAB1	Monocytes
STAC3	Monocytes
STAG3	B.cells
STAM2	T.cells.CD8
STAP1	B.cells
STARD9	NK.cells
STAT4	NK.cells
STK33	B.cells
STMN1	NKT.cells
STMN3	T.cells.CD4
STOML1	NK.cells
STRBP	B.cells
STX2	T.cells.CD4
STX7	B.cells
STXBP2	Monocytes
STYXL1	NK.cells
SULT1A1	Monocytes
SUOX	T.cells.CD4
SUPT3H	T.cells.CD4
SUSD3	T.cells.CD4
SUSD4	T.cells.CD4
SVIL	Monocytes
SWAP70	B.cells
SWT1	B.cells
SYCE1L	T.cells.CD4
SYNE2	NKT.cells
SYNGAP1	T.cells.CD4
SYNGR1	NK.cells
SYNJ1	NK.cells
