gene	p.value	cor
SACS	1.490371625765336e-10	0.06077899200127367
RHOBTB3	1.4923118302640818e-10	-0.06077711268249938
BEND3P2	1.492965160356913e-10	0.06077648039188896
SVOPL	1.5116085943384024e-10	-0.06075855035325053
ZSCAN23	1.5201163215219902e-10	-0.06075043986138059
HMGB1P11	1.5267392069521278e-10	0.06074415684876228
TRIM32	1.5338930756555473e-10	0.06073739995037794
TYRO3	1.5413447567097504e-10	-0.06073039442682037
NR1I2	1.5498279402075584e-10	-0.0607224593276635
MIR770	1.5544752881115927e-10	-0.0607181302108139
YIPF6	1.559458068532205e-10	-0.06071350265563144
MIR4740	1.559852394013476e-10	-0.06071313705894572
RPN1	1.560631619655248e-10	0.060712414869663764
MIR514B	1.5632069856819216e-10	0.06071003051456017
IGKV1-33	1.5777627367501643e-10	0.060696626068890376
INKA2-AS1	1.580874144103691e-10	-0.0606937764405562
RAD21-AS1	1.5879402470597805e-10	-0.060687325146312567
RNU6-1157P	1.5971539154749162e-10	0.060678955143886916
LINC02513	1.602046724647233e-10	0.06067452951159091
DPH6-DT	1.612529874922247e-10	-0.0606650916073324
CIR1	1.6290057830583195e-10	0.060650378934256274
LSM14A	1.6318319585232387e-10	0.06064786982985603
SPATA2	1.6370667438244303e-10	-0.06064323353420598
NGFR	1.6377860199340143e-10	0.06064259762459108
HOXA10-AS	1.6420478699849248e-10	-0.060638835325979155
SIPA1L1	1.6421167592811514e-10	0.06063877458990454
KCNAB1	1.6521066373712693e-10	-0.06062999328877029
KRTAP21-3	1.6527209332639554e-10	0.06062945500489992
DHX38	1.667037346417646e-10	0.060616965133569116
NMD3	1.678495915781232e-10	0.0606070437645913
GALNT1	1.6806248036729424e-10	0.060605207764587665
CCDC57	1.6902424363550136e-10	-0.06059694152425175
THRAP3	1.6944265259782214e-10	0.060593359683986686
RTL6	1.7032583904985547e-10	-0.060585827344956746
LINC00396	1.7114835711166964e-10	0.06057884665920485
P2RY12	1.7208352892914793e-10	-0.06057094959025313
LINC02041	1.7501737149998495e-10	0.06054644404373713
ZNF335	1.7533104092372865e-10	0.06054384784008011
MT-TL1	1.7555875063905157e-10	-0.06054196595556537
NYNRIN	1.756082827717209e-10	-0.0605415569179125
MTMR10	1.7627878905279124e-10	-0.06053603092189704
POTEH-AS1	1.7770255118173747e-10	-0.0605243647245357
IQCA1	1.7910843877934218e-10	-0.06051293424747734
HHATL-AS1	1.8078100282748113e-10	-0.06049944919523364
TM2D3	1.8091887698706176e-10	-0.060498343027889756
ELOC	1.812053605904474e-10	0.060496047194712466
RPL14P3	1.8226821293123015e-10	-0.06048756053729185
FOXP4-AS1	1.8244093167845038e-10	-0.06048618598173433
LINC00368	1.8275503648265679e-10	-0.060483689481926166
LINC02188	1.849501918593762e-10	0.06046635854610533
KIF26B	1.866569859330045e-10	0.06045302156431148
LARS2	1.8953361080895978e-10	-0.060430810763322476
SAR1B	1.9101243692477252e-10	-0.06041952038541717
MIA-RAB4B	1.9132941049369092e-10	0.06041711150562259
HOXA10	1.9137794545299777e-10	-0.06041674300240003
OR2T10	1.9146355929704634e-10	0.06041609319905505
USP4	1.9224025704808115e-10	0.060410211049179104
TRAIP	1.9291958262354818e-10	0.06040508532667966
KCNK4	1.941625896935299e-10	-0.06039575193150418
TRAJ59	1.9771003816402882e-10	0.06036943263830485
CPNE2	1.9792878462434887e-10	-0.060367824845429054
MIR1180	1.9803418766446838e-10	-0.060367050749567774
PFKFB1	1.9871681250765975e-10	-0.06036204717154321
LINC02193	1.9966758862261324e-10	-0.06035510597515284
NFASC	2.0112743388327245e-10	-0.060344510882601635
CSE1L	2.0234945333797656e-10	0.06033569945323507
PCGF7P	2.0307305718667365e-10	0.06033050634249209
TNKS2	2.0481062013138072e-10	0.06031810976132653
TMEM230P1	2.0638361346939444e-10	0.06030697557102839
GDF15	2.0720407842992465e-10	-0.06030120088626164
ATP5PD	2.0756981828420607e-10	-0.06029863389028861
LINC02495	2.1148471973540706e-10	-0.06027143004039572
IQSEC3	2.1177428997611288e-10	-0.06026943745699909
SLC25A42	2.1421731397858763e-10	-0.06025273174266834
NEK5	2.1528584763987637e-10	-0.060245483387714245
DNAJB4	2.1591017803953762e-10	0.060241264513806125
C9orf116	2.1663476590612715e-10	-0.060236383069741446
AGXT	2.1713031374785285e-10	-0.06023305380919967
EIF4HP2	2.1773989153326689e-10	-0.060228968620793286
GLTPD2	2.1837619350186645e-10	-0.06022471623420101
RAB5A	2.1916771645322883e-10	-0.06021944336886867
DHCR24	2.1998982921437193e-10	-0.060213986379141424
MRPL17	2.2031977672931317e-10	0.06021180186478699
SEC61A2	2.2038801068481234e-10	-0.06021135050059849
ZFP69	2.2127372048686137e-10	0.060205503927242436
INTS4P1	2.218826499964093e-10	-0.060201497625538246
BMS1P22	2.2193738368131861e-10	0.060201138044896414
PLEKHG7	2.2331757451668011e-10	0.060192099200281526
OSBPL10	2.250196115817517e-10	0.060181027422991466
LINC02661	2.2687539032242423e-10	0.06016904837856607
ZNF705A	2.2705454353308717e-10	0.06016789701497796
VPS11-DT	2.2757604859134901e-10	-0.06016455050300933
TBC1D22B	2.2861735689542783e-10	0.06015789074920682
SIK3	2.3049944661117773e-10	-0.060145928540649436
GNA12	2.358957330942112e-10	0.06011215231556183
RIC8B	2.362619344560296e-10	-0.06010988762383823
LINC00862	2.364610409150397e-10	0.06010865773201586
CDC42BPB	2.37692607636118e-10	-0.06010107267709125
PSD4	2.396026638819338e-10	0.060089384486632494
ACSF2	2.4112386311046817e-10	-0.06008014073628428
PUDPP1	2.4189297196848205e-10	-0.06007548880807042
EEF1AKNMT	2.424041621994353e-10	0.060072404875918306
PACSIN1	2.4281486076712146e-10	-0.06006993179221774
GORASP2	2.435648682217512e-10	0.06006542603192403
C5orf63	2.4373187037417184e-10	-0.060064424590918465
ADD2	2.4822022700199367e-10	-0.06003775786663152
LINC01719	2.4941223953201184e-10	-0.06003075488111796
ACLY	2.512070646920783e-10	0.06002027183294996
FAM90A25P	2.516930262623174e-10	-0.06001744605615923
LINC02201	2.550683171458463e-10	0.059997965141697036
TMEM44-AS1	2.5591753232388953e-10	-0.05999310342942904
DUXAP8	2.560265137689563e-10	0.05999248065731776
C6	2.5714709539119415e-10	-0.0599860920913893
PPP1R15B	2.5722106185195005e-10	0.059985671357012625
CCDC59	2.5861603925097547e-10	0.05997775852544803
PARP4P3	2.5975809990888916e-10	-0.05997131130012417
RPL34P34	2.5993478422666307e-10	-0.059970316345016664
HNRNPCP7	2.607355232823254e-10	-0.059965815439153324
PDE11A	2.611222950070091e-10	-0.059963646250945114
LINC01399	2.6484205486226015e-10	0.05994294292178047
TIMM8A	2.6702425039334127e-10	0.059930929076682675
MBD1	2.6804794703678933e-10	0.05992532622332823
LNX1-AS2	2.6891764237202154e-10	-0.059920582635171346
IGKV1D-35	2.6949234937610677e-10	0.05991745621819093
USP14	2.6975094583389535e-10	0.0599160515717925
LINC00882	2.70315975472573e-10	-0.0599129870087782
ZNF45	2.7313323726738266e-10	0.05989779970990716
PHPT1	2.7515289047021653e-10	-0.05988700600473029
PPIAL4C	2.7774675356048924e-10	0.059873256450970073
BCAR3	2.779655424680968e-10	0.05987210243451022
FEV	2.785750610738781e-10	-0.05986889215974795
HCN1	2.794390337908082e-10	-0.05986435343161344
CHRM3-AS2	2.8125540783065545e-10	0.05985485594894145
MIR150	2.81544781241349e-10	0.05985334840216113
AGBL5	2.834092138239531e-10	-0.05984367140546593
SWSAP1	2.8410093531180036e-10	-0.059840096952960914
TGIF2-RAB5IF	2.868013194373449e-10	0.059826223657633626
DYNLRB2	2.880044449257807e-10	-0.05982008359299929
SCRN1	2.882073617261541e-10	-0.059819050490482265
OR7E14P	2.887040975443096e-10	-0.059816524472729046
NTHL1	2.890188036721619e-10	-0.059814926313512186
C5orf51	2.900099472808554e-10	0.059809904109044625
MICALL1	2.900518693118712e-10	0.05980969205633269
FGD5-AS1	2.9284203955018666e-10	-0.05979564549220007
KPNA1	2.933960384369661e-10	0.05979287204841412
ZNF737	2.9558242631619886e-10	-0.059781976178143285
TUBA5P	2.9564965085267587e-10	-0.05978164241282617
GADD45GIP1	2.960449340629111e-10	-0.059779681355752685
PIP5K1A	2.9749761660978527e-10	0.059772496284371285
TBL1XR1	2.9754843477777465e-10	0.05977224555467392
TMEM154	2.990642134461995e-10	0.0597647860744493
RN7SL403P	2.9935696634500624e-10	-0.05976334962721939
WDR20	2.996982867267144e-10	-0.059761676605219596
ZNF500	3.010117413691446e-10	-0.059755255859851454
ACOT2	3.0125078269567773e-10	-0.059754090263304555
IGLVIVOR22-1	3.019921831455609e-10	-0.059750480833744415
MPRIPP1	3.039236331475804e-10	-0.05974111824858488
FAM135A-AS1	3.0526215012427924e-10	-0.05973466388746776
SRSF5	3.0588748239866135e-10	-0.059731657984472615
TSPAN9	3.0745650411894675e-10	0.05972414220358513
PAPSS2	3.076503000689783e-10	0.05972321649983257
PFKFB2	3.106461170403449e-10	-0.05970897837383917
MRPL11	3.117690388749462e-10	0.05970367601537086
PRKN	3.1294600361033086e-10	-0.059698138446070845
GPR39	3.1436703957608267e-10	0.05969147956367084
ZNF441	3.1506200946358517e-10	-0.05968823367296716
ASRGL1	3.177534341968177e-10	-0.0596757288536177
STK25P1	3.2198122050435e-10	0.05965629312123912
TNS2	3.231248325456853e-10	-0.059651078583702624
NPY	3.239408203567985e-10	-0.05964736891997788
RNU5E-8P	3.2575243426730826e-10	-0.059639165421129126
TFR2	3.270322458401481e-10	-0.05963339687625755
CLTRN	3.278123036708697e-10	0.059629891691538726
PPIAP78	3.326136853230217e-10	0.059608494386552864
ESR1	3.32619733101235e-10	-0.059608467625314264
RPL10P7	3.3313330700420176e-10	0.05960619680726463
VWA1	3.3405275508067665e-10	-0.059602139899320554
ANXA8	3.344330391038293e-10	0.05960046514671069
ZNF880	3.3485691585524264e-10	-0.05959860060342446
EDA	3.366561836188819e-10	-0.05959071157262132
NOP10	3.3728839282974656e-10	0.05958794937087513
CAB39P1	3.37875605929644e-10	0.059585388286669566
MZT1	3.440531334874153e-10	0.059558705733904156
MTIF3	3.4666605177646796e-10	-0.059547560252919345
KRT8	3.4803585210381564e-10	-0.05954175005085069
GNG2	3.487228100991568e-10	0.05953884462087803
PTTG1IP	3.493953582492792e-10	0.059536005543749784
NLRP3P1	3.4958234322826676e-10	0.059535217158033026
MRE11	3.5106710973351855e-10	0.0595289715023685
HMGA1P7	3.5393216514146155e-10	-0.05951699222299338
RNU6-722P	3.557638024827445e-10	0.05950938334202029
SAR1A	3.593016114015843e-10	0.05949479443642022
SIM2	3.609635095323958e-10	-0.05948798958819507
SEPTIN8	3.6105955588482954e-10	-0.05948759724987527
RPL24P8	3.6114361055858375e-10	-0.05948725397976988
PSG1	3.6300268365095063e-10	0.05947968159983326
PFKL	3.639250751525501e-10	0.05947593855278356
TOP2B	3.664930067721901e-10	-0.05946556651000986
RPL37AP1	3.714892416217335e-10	-0.05944558810966425
MAP3K14-AS1	3.740728151985523e-10	0.05943535984356239
CETN4P	3.7474706163991044e-10	-0.05943270187446023
PKD2	3.7487779568008976e-10	0.0594321870438437
OR7E149P	3.752604767141762e-10	0.059430681052726406
LINC02814	3.8344085534582473e-10	-0.059398841767402344
ACADVL	3.8691304965800724e-10	-0.05938552743799124
PRDM9	3.8724154335433617e-10	0.05938427385466009
FAT2	3.8872985812619097e-10	0.059378607186556714
GTF3C1	3.933564737277954e-10	-0.05936112590175066
SAMMSON	3.937865166140248e-10	0.05935951122759176
MTMR7	3.9383441877193707e-10	-0.05935933147678248
SNORD89	3.94172789025344e-10	0.05935806236423982
GAN	3.942889691120632e-10	-0.059357626857195984
TMEM130	3.9594945288464747e-10	-0.05935141609890198
FAM245A	3.968804243607461e-10	-0.05934794507090606
VCPKMT	3.9709617939978895e-10	0.05934714178557094
TMEM101	4.060605743575194e-10	-0.05931413720421042
ZNF20	4.0613834706752117e-10	-0.05931385398840096
RAPH1	4.079329959004109e-10	0.05930733328672266
FAM199X	4.0900391994327487e-10	-0.059303455502752525
ADM	4.1324641669734923e-10	0.059288190323285084
SNRK-AS1	4.1595763115698266e-10	-0.05927851484552895
FAM102B	4.1757457577559075e-10	0.05927277373372759
TRBV28	4.184932126575793e-10	0.05926952168584598
ACOT11	4.185830420281134e-10	-0.059269204056750624
GABRD	4.194890203754503e-10	-0.059266004307441604
ASS1	4.2022330363968464e-10	-0.059263415898272824
FBXW2	4.206135558467822e-10	0.05926204202292896
ARHGEF2	4.2090281462958614e-10	0.059261024495564515
CNOT10	4.214302046456796e-10	0.059259171047833424
IGLV3-4	4.224778225844052e-10	0.059255496027783426
CIB2	4.226390864067323e-10	-0.05925493110800479
CHGA	4.232289333273701e-10	-0.05925286661858988
PAX8-AS1	4.240173472561865e-10	0.05925011151710893
FBXL22	4.2472718127178455e-10	-0.059247635285815406
TGDS	4.251035577481909e-10	0.05924632394766764
RAMP2-AS1	4.2529314019226833e-10	-0.05924566385009456
CMSS1	4.2586127302449077e-10	0.05924368741543152
TRAJ53	4.2642156374140676e-10	0.05924174078085196
PIGW	4.2904293675856116e-10	0.05923266630161915
MED14OS	4.300340191300286e-10	0.05922924953425816
VRK3	4.311483163797497e-10	0.059225417148042345
CSDE1	4.3457611567629793e-10	0.05921368828526934
HGFAC	4.353893650726666e-10	-0.059210918852144565
CSRP1	4.3578622684691785e-10	-0.05920956921461207
STX17	4.3650046111628796e-10	0.059207143283902655
ADGRD1-AS1	4.3650663101071054e-10	0.05920712234444437
PEX5L	4.384782363765481e-10	-0.05920044583794335
CBX8	4.439233976650282e-10	-0.05918215780199036
ZNF593OS	4.4571955416742216e-10	-0.059176173248867966
IDE	4.473496098638706e-10	0.05917076245828662
IGDCC3	4.474807885140912e-10	-0.059170327862068696
TLR5	4.500462421634391e-10	0.0591618533880262
OR56B4	4.513565893562305e-10	0.05915754308498067
SNHG20	4.520855505362544e-10	-0.05915515049746159
LINC00644	4.5457136281972747e-10	-0.059147019810351
GP5	4.5755074318689966e-10	0.059137331719661214
LINC02888	4.6036201329141386e-10	0.05912824656223676
CD5L	4.606418077500306e-10	0.059127345317241925
RPL13P5	4.6188596139885267e-10	0.059123344236537756
NOXRED1	4.6323766150284114e-10	-0.05911900919974478
KRT18P25	4.654367668302673e-10	-0.05911198275940341
KRT18	4.657110480339309e-10	-0.05911110866703326
LINC02568	4.667888934178034e-10	-0.05910767859737212
MIR8078	4.676621822194238e-10	-0.059104905159479706
ZNF682	4.6875077165916e-10	-0.05910145502622799
ZBED8	4.695408139992407e-10	-0.05909895598959533
FAM184B	4.706057232159803e-10	-0.05909559398818738
PHOX2A	4.708066560804378e-10	-0.05909496046012599
SYNDIG1	4.72586848507177e-10	-0.05908935912729848
RTTN	4.742946767354686e-10	0.05908400480509798
HMGCR	4.75094721277738e-10	-0.05908150300200972
ZNF490	4.802473677925354e-10	0.059065488100037096
RPL36AP43	4.907991174976613e-10	-0.05903320904491918
MIPEPP3	4.91533523682608e-10	-0.0590309876845482
HNRNPA1P3	4.918219082151462e-10	0.05903011629253556
ZBTB33	4.927417561617217e-10	0.05902734017800911
ULBP2	4.949497055886145e-10	0.059020697138207415
CXCL8	4.959159309850234e-10	0.059017799155052245
ABCG2	4.99855375007706e-10	-0.05900604039715441
ZNF214	5.021601985792773e-10	-0.05899920264123467
ZDHHC20P4	5.021665676293596e-10	0.05899918378853771
KCNC2	5.032104813058236e-10	-0.05899609690233477
ZFAND3	5.053116865028021e-10	-0.05898990247285428
CLEC4C	5.053258742976661e-10	0.05898986073220611
VSTM2A	5.067323293589592e-10	-0.05898572859117048
TINAG	5.076395815709917e-10	0.058983069033294554
IGKV1-32	5.123919458494012e-10	0.05896921308671043
EZR	5.127619213740513e-10	0.0589681396567635
OR9I1	5.148626847196486e-10	0.05896205889061532
LY6H	5.15101039544362e-10	-0.05896137049033616
FAM86GP	5.174460392139208e-10	0.05895461434436205
VTN	5.180692780413682e-10	-0.058952823764789664
PRDX4	5.22205670177341e-10	0.0589409928137261
HIGD1B	5.237865599996715e-10	-0.05893649527331355
ATP6V1G1	5.317344677227551e-10	-0.05891408273757954
PPIH	5.321285934620508e-10	0.05891297985517151
MSMB	5.334210710728326e-10	-0.05890936869826919
LINC02847	5.342657249739642e-10	0.05890701336181838
ARHGEF17	5.360330878052375e-10	-0.058902096763103644
ANGPTL2	5.369241698923398e-10	0.05889962387049237
APOF	5.373235615439806e-10	-0.05889851679534293
TRIM23	5.378575376810945e-10	-0.058897037918640094
OR10AC1	5.392905985448809e-10	0.058893076046714295
PSD3	5.400755799017707e-10	-0.05889091022206162
ACTN1	5.436450735986698e-10	0.0588811002913275
PSMG3-AS1	5.455672611030488e-10	-0.05887584360422095
MORF4L2-AS1	5.475968452635866e-10	-0.058870312792192854
KLHL22	5.482855284925003e-10	-0.058868440608097504
FBXL8	5.501510602004974e-10	-0.05886338066591038
IKBKB-DT	5.517270153738573e-10	0.058859119179186806
NDUFS3	5.526847518131068e-10	-0.05885653519483023
CCDC7	5.556878068543388e-10	0.058848461150142195
GABRB2	5.625598727195972e-10	-0.05883014387445897
MYDGF	5.671921183926215e-10	0.05881791953805849
LINC02489	5.686712421798026e-10	-0.058814036691904985
POM121C	5.734851532348038e-10	0.0588014675707797
IGHVIII-47-1	5.743974385426465e-10	0.05879909720075865
C12orf50	5.750546717249308e-10	0.058797391801977995
KCTD10	5.781210720697504e-10	0.05878946010951129
TMEM255B	5.782759389338541e-10	0.058789060613369346
MRPS36	5.799726934453123e-10	-0.058784690471942416
IGLV3-16	5.844520261974452e-10	0.05877321321131524
MIR200B	5.857055387216644e-10	-0.05877001674037217
VIRMA	5.863277355780429e-10	0.058768432609204224
CCDC93	5.876667426472736e-10	0.0587650290137741
ACSM1	5.881157683620591e-10	-0.05876388933806991
FAM227B	5.953513305609484e-10	-0.05874564082970912
GEMIN2	5.959801598902589e-10	0.058744065119137226
SPATA19	5.971434114050655e-10	0.05874115453266471
GDPD2	5.98480781383342e-10	-0.05873781510981606
ZSCAN25	5.993113546480714e-10	0.05873574482486882
ZNF12	5.999901676692679e-10	0.05873405489476726
TMEM88B	6.047056468602172e-10	-0.05872236676381609
OR6S1	6.067662472597048e-10	0.05871728710173925
PTPN23	6.102034895676198e-10	-0.058708851161496475
DZIP1L	6.167663660951527e-10	0.058692872029693074
ODAD2P1	6.186076084189558e-10	-0.05868841881009232
RNU6-117P	6.187197845102066e-10	0.058688147919607234
PPM1B-DT	6.220999232875393e-10	-0.058680007723181896
GPATCH4	6.233592524734883e-10	0.05867698598002836
LGALS8	6.266206054462397e-10	0.058669188004748775
LINC00933	6.270987559514892e-10	-0.058668048064329154
RNU6-403P	6.290908639961969e-10	0.05866330786287941
SPA17P1	6.321542480956235e-10	-0.05865604706718988
FREM3	6.325429991301104e-10	-0.05865512810957489
ZFP41	6.332909623197126e-10	-0.05865336156922383
SMARCAD1	6.345079663768611e-10	0.058650491593043884
FAM3D	6.348605835008549e-10	-0.05864966104387945
CPEB4	6.348922619277442e-10	-0.05864958645101242
FBXO36	6.349790663751884e-10	-0.05864938207207383
C2CD4C	6.389158416997004e-10	-0.05864014156357098
ST8SIA5-DT	6.42479707402672e-10	-0.058631824134002516
ITGB8-AS1	6.432348075777343e-10	-0.058630067643555855
PHOX2B	6.441343316555947e-10	-0.05862797782218318
CALY	6.450724915327126e-10	-0.05862580127088694
ETAA1	6.466139011229904e-10	0.058622231862949785
TRIM46	6.474854095298259e-10	-0.05862021740174551
LMO7-AS1	6.496259568981258e-10	-0.05861528080600716
TMEM147-AS1	6.522334416054451e-10	-0.0586092887379768
SPINT1	6.562000167773898e-10	-0.058600218108386774
SEC13	6.615608128392894e-10	0.0585880438439167
SLC2A12	6.664251952675161e-10	-0.058577079916812
TGFA-IT1	6.687175839670155e-10	0.058571940092479506
IFITM2	6.81071980911533e-10	0.05854453250692706
FAM168B	6.832678507529476e-10	-0.058539711893202534
SLC36A3	6.841065464464845e-10	0.058537874683813204
DEFB1	6.850083422323502e-10	-0.058535901699767676
RIMS3	6.854565570439322e-10	-0.05853492202026632
ZFP36L1	6.859176216599054e-10	0.05853391490625811
NAP1L6P	6.8635465143203e-10	-0.058532960901525426
TRGVB	6.913769967655764e-10	-0.05852203981277762
YWHAEP5	6.938637365474237e-10	-0.0585166610090801
SCP2	6.986521374864752e-10	-0.05850635648168232
GAPVD1	7.004104899595719e-10	0.05850258983261273
TTYH2	7.012403072399535e-10	-0.05850081544461357
TMEM238L	7.014846377417666e-10	-0.058500293386020016
INIP	7.019976523107811e-10	0.0584991978097333
SP4	7.031008800861729e-10	0.058496844437477526
SPATA25	7.062665590424179e-10	-0.0584901114488641
TBC1D25	7.068300024774506e-10	0.058488916164395104
PELI2	7.08243347262407e-10	-0.058485921990531604
RPL34P33	7.118821298159755e-10	-0.0584782399589071
SLC16A1	7.134897636641993e-10	0.05847485818687296
CDC42P3	7.168711300979144e-10	0.05846776943233599
FBXW9	7.209923839905933e-10	-0.05845917353269928
MTATP6P16	7.248655172550616e-10	0.05845113872278382
POLB	7.269873604369718e-10	0.058446754697900394
SYT14	7.272196034297933e-10	-0.058446275609369595
REM2	7.287098180331006e-10	-0.058443205027543896
LINC00323	7.288417898364053e-10	-0.05844293339539934
FAF1	7.291582511797361e-10	0.05844228223140253
ZBED9	7.363105546839788e-10	-0.05842763840397736
FAM220A	7.383196398293271e-10	0.05842354990296013
ARG1	7.427088612542864e-10	-0.058414655428617006
SLC44A2	7.453562572703451e-10	-0.05840931540517011
SMIM3	7.455911925764493e-10	0.05840884241465814
DNAJB9	7.48696345839124e-10	0.05840260449303209
KLF7P1	7.498930693240143e-10	0.058400207137278906
PANK1	7.50922868324874e-10	-0.05839814716085757
POLR1F	7.58069074367986e-10	0.05838392756957908
KMT5B	7.581200548878289e-10	-0.05838382659844027
NBPF8	7.610629970008789e-10	0.05837800905468778
MAGED4B	7.615132165133866e-10	-0.05837712100610202
TIMM10B	7.66201309885396e-10	-0.058367904147444694
BTBD11	7.707240069337264e-10	-0.05835906443818191
RAB37	7.711865196278257e-10	0.05835816330023787
CITED4	7.723904272772787e-10	-0.05835582013268506
HMX1	7.749769942305267e-10	-0.058350797917095826
AQP9	7.769219326523673e-10	0.058347032277871066
CACNA1I	7.833153967610798e-10	-0.05833471821140644
SLC25A25-AS1	7.892250994414565e-10	-0.05832342275771099
IGLJ7	7.894090917803302e-10	0.05832307241128665
ZNF724	7.938350713405504e-10	0.058314668656474646
IL9	7.93879214325776e-10	-0.05831458507107747
RDM1	7.950579331529792e-10	0.058312354824335014
BAZ2B	7.952915600101347e-10	-0.058311913163310164
HOXB3	7.976782447242705e-10	-0.058307408478684146
HMGN1P13	8.044616199800546e-10	0.05829467678517151
LRRC37A9P	8.146259406806332e-10	0.058275794049693845
FOXJ2	8.201564722544343e-10	0.05826561602104961
LINC00598	8.211658729703216e-10	0.058263765611374446
IGKV3D-25	8.254912524481344e-10	0.05825586146392061
PHKB	8.255652752546734e-10	-0.05825572654733058
ZNF840P	8.288828774464539e-10	-0.058249691849216086
CNBP	8.323733605718742e-10	0.05824336805707958
SAMSN1-AS1	8.359564658198134e-10	0.05823690330164574
LAMA3	8.37996065149706e-10	0.058233235448221655
RNFT1-DT	8.396640393886624e-10	-0.05823024236099493
ERGIC1	8.500198017154903e-10	-0.05821178826909226
PDHA1	8.516545416676514e-10	-0.058208895196166545
LINC01165	8.537444523185763e-10	-0.058205204464061716
C2orf73	8.584719484923699e-10	-0.05819688822036336
PIEZO1	8.654766595248451e-10	0.058184647824420475
CFL2	8.705746904839243e-10	-0.058175799850572384
PITPNM3	8.767060041635927e-10	-0.0581652252279255
POLN	8.770664133093119e-10	-0.058164605879686346
FGF9	8.785011352737174e-10	-0.058162142827158585
KCNS3	8.858514017075353e-10	0.05814958549423393
TMC7	8.882860558963638e-10	-0.05814544847745802
PRELID3A	8.974545427210763e-10	-0.05812996778464741
PAQR8	8.982239634136528e-10	-0.05812867566510151
DGCR6L	8.997723811740149e-10	-0.05812607861231261
HOXA11	9.053094323952133e-10	-0.05811682722614164
KLF2P2	9.061058747269568e-10	-0.05811550105967601
LINC00869	9.067168301031521e-10	-0.05811448452011436
SEC22B4P	9.071978314407647e-10	0.05811368467469098
CARHSP1	9.094487456100192e-10	0.05810994717126985
MAP2K5	9.108001348912766e-10	-0.058107707604107516
RNU6-953P	9.182411810063726e-10	0.058095433798976144
ZNF717	9.226993255262853e-10	-0.05808812658546394
HAP1	9.340799904572395e-10	-0.05806962785631904
ZNF571	9.375877850126106e-10	-0.058063970394245316
RBM47	9.432535110886416e-10	-0.05805487600758534
XXYLT1	9.43522936936232e-10	0.058054444864256906
PJA1	9.471409861405462e-10	-0.0580486667543676
LINC00665	9.527731053437511e-10	-0.058039714814856515
CHIC2	9.556152302422122e-10	0.05803521698536154
RPL14P1	9.662271560806895e-10	-0.05801853748163101
POLR1E	9.733067478763598e-10	0.05800750903075981
MRPS36P5	9.742983640406422e-10	0.05800597055877082
VSIG10	9.80314930688088e-10	-0.0579966685863944
FBRSL1	9.81184793264812e-10	-0.057995328334492655
MED8-AS1	9.83372629043207e-10	0.05799196251298294
ZNF43	9.85919146561869e-10	-0.0579880540691259
DAPK2	9.902832578180386e-10	-0.05798137877901099
LINC01181	9.958500679662507e-10	0.05797290536134538
COPA	9.967182414246348e-10	0.057971588051459716
ACSS2	1.0122709739601127e-9	-0.05794817698167317
ILF2	1.018735546250372e-9	0.05793854906851104
CCAR1	1.0249594283707928e-9	0.05792933573976637
PABIR3	1.033145082169922e-9	0.0579173010591545
CHRNA3	1.0376610731179824e-9	-0.0579107013068496
HSD17B2	1.0452694266488155e-9	-0.057899645392634376
NPIPB2	1.0469002563468798e-9	-0.057897285800891415
KRT8P26	1.0498446967250892e-9	-0.057893034652211815
PLAAT1	1.0526576356350924e-9	-0.05788898420678994
PRSS36	1.056364453108403e-9	0.057883662720533184
ALKBH8	1.0604092687523905e-9	0.05787787673678922
G3BP1P1	1.0625926319185355e-9	0.057874762438873247
PCDHB4	1.0667467175996262e-9	-0.05786885433679992
ERI3	1.0749754273676382e-9	-0.05785721707621619
WDR35	1.0789017153523344e-9	-0.05785169498642084
SMIM29	1.0855575000164675e-9	-0.05784237862359742
TNFRSF10D	1.0904523413205527e-9	0.057835562589790536
MPP7	1.0970920507005833e-9	-0.05782636435635135
F8	1.0993381972026672e-9	0.057823264968033264
WWC2-AS2	1.1002658899605599e-9	0.05782198667443286
CD300E	1.1043432024525303e-9	0.05781638086113712
BRD9P2	1.1047467656425195e-9	-0.057815827108177766
RNU6-438P	1.1056220000800766e-9	0.05781462682446102
EML2-AS1	1.1068886412448593e-9	0.057812891410530094
SLC35A4	1.1146517988801462e-9	0.057802297283956604
RPS7P14	1.1160194479542432e-9	-0.05780043835315132
CNNM3-DT	1.1241484257852194e-9	-0.05778943493345598
MMP16	1.130882319965878e-9	-0.05778037848792664
FAM166A	1.1312240952020627e-9	-0.05777992023577179
RBMY1A3P	1.1359486041597895e-9	0.05777359940618422
ASB1	1.142436384167903e-9	-0.05776496116220361
NDUFB11	1.1449317331103006e-9	-0.057761651423237415
NDUFAF5	1.1483308115129342e-9	-0.05775715430599117
SMG1P2	1.1601159313993855e-9	0.05774166198583193
RUFY2	1.1626034684212787e-9	-0.05773841156876179
FABP1	1.1651611106027867e-9	-0.05773507660769578
PIK3R4	1.1664242870678954e-9	0.05773343215812832
TM9SF3	1.1673822146366876e-9	-0.057732186249793
ENDOD1	1.1775379591979283e-9	-0.05771903834447868
SYNPR	1.1793125420061436e-9	-0.057716752271307105
MAP3K11	1.1817342761716123e-9	0.057713637922074935
DLG1-AS1	1.18246014189668e-9	-0.05771270567076769
