CpGs	B	cancer	CD4	CD8	M0	M1	M2	Mono	Neu	NK	Treg
cg14328332	0.068000003695488	0.912013500928879	0.935000002384186	0.930500000715256	0.944000005722046	0.96450001001358	0.924000024795532	0.942500025033951	0.933000028133392	0.935999989509583	0.958000004291534
cg02914652	0.5	0.034559643255295	0.61599999666214	0.726499974727631	0.547499984502792	0.468000009655952	0.339000001549721	0.414000004529953	0.349999994039536	0.696999996900558	0.632499992847443
cg19196676	0.954999983310699	0.866071428571429	0.982000023126602	0.977999985218048	0.100000001490116	0.069499999284744	0.053999999538064	0.05799999833107	0	0.982000023126602	0.975999981164932
cg15251256	0.805999994277954	0.946197986602783	0.983500003814697	0.962500005960464	0.976999998092651	0.952499985694885	0.927000015974045	0.969500005245209	0.172999992966652	0.907499998807907	0.964499980211258
cg17992179	0.925000011920929	0.910622396471453	0.978499978780746	0.93299999833107	0.081000000238419	0.193000003695488	0.027500000782311	0.309000000357628	0.36599999666214	0.985000014305115	0.971000015735626
cg05795313	0.10700000077486	0	0.447499990463257	0.53099998831749	0.02350000012666	0.060999998822808	0.009999999776483	0.012499999720603	0	0.099999997764826	0.663000017404556
cg13615530	0.930000007152557	0.178571594967729	0.894499987363815	0.864499986171722	0.965000003576279	0.91550001502037	0.877000004053116	0.897000014781952	0.912000000476837	0.912000000476837	0.84850001335144
cg06821460	0.026000000536442	0.833333333333424	0.949999988079071	0.941000014543533	0.036000000312924	0.056500000879169	0.01799999922514	0.036000001244247	0.917999982833862	0.886000007390976	0.952500015497208
cg22935962	0.649999976158142	0.849906410162266	0.958000004291534	0.947499990463257	0.177500002086163	0.111999999731779	0.071999999694526	0.123000003397465	0.952000021934509	0.96000000834465	0.930999994277954
cg15244101	0.293999999761581	0.897916507720947	0.875499993562698	0.967999994754791	0	0.004999999888241	0.005499999970198	0.021499999798834	0	0.617500007152557	0.87950000166893
cg05186426	0.947000026702881	0.901923076923077	0.959500014781952	0.97299998998642	0.033999999053776	0.078000001609325	0.058999998494983	0.051000000908971	0.456999987363815	0.948000013828278	0.980500012636185
cg12015355	0.98199999332428	0.962912245438649	0.975499987602234	0.992000013589859	0.919999986886978	0.917999982833862	0.931999981403351	0.879999995231628	0.455000013113022	0.951999992132187	0.969500005245209
cg21209552	0.981000006198883	0.940972000360489	0.985500007867813	0.97350001335144	0.850499987602234	0.923000007867813	0.87049999833107	0.761500000953674	0.114000000059605	0.96900001168251	0.97299998998642
cg24749672	0.041000001132488	0.829090982675552	0.010999999940395	0	0	0.018500000238419	0	0	0	0	0.040500000119209
cg08075204	0.014999999664724	0.813657492399216	0	0	0.012000000104308	0.010499999858439	0	0	0	0	0.032999999821186
cg20306694	0.694000005722046	0.904761967204866	0.146999999880791	0.056000001728535	0.153000004589558	0.122999999672174	0.187000006437302	0.184500001370907	0.068999998271465	0.087499998509884	0.223000001162291
cg11525109	0.025000000372529	0.913719499111176	0.967500001192093	0.960500001907349	0.96399998664856	0.963499993085861	0.933999985456467	0.976500004529953	0.978999972343445	0.927500009536743	0.911500006914139
cg17698117	0	0.914215823014577	0.891000002622604	0.962000012397766	0.468000009655952	0.372999995946884	0.49949999153614	0.379999995231628	0.275999993085861	0.982499986886978	0.872000008821487
cg05099692	0.820999979972839	0.095604408213213	0.945999979972839	0.914499998092651	0.038499999791384	0.070500001311302	0	0.034500000067055	0.266999989748001	0.880500018596649	0.913499981164932
cg00776080	0.957000017166138	0.121031746031746	0.969999998807907	0.96399998664856	0.845499992370605	0.91499999165535	0.945000022649765	0.934000015258789	0.933000028133392	0.935000002384186	0.988999992609024
cg08730245	0.949000000953674	0.834502690193946	0.965000003576279	0.930000007152557	0.864500015974045	0.864500015974045	0.866499990224838	0.841500014066696	0.153999999165535	0.974000006914139	0.930500000715256
cg09303642	0.704999983310699	0.916356011183459	0.936499983072281	0.921499997377396	0.060499998740852	0.047500001266599	0.016499999910593	0.016500000376254	0	0.923500001430511	0.953000009059906
cg00290637	0.896000027656555	0.8410524725914	0.957000017166138	0.94200000166893	0.257499992847443	0.149999998509884	0.114500001072884	0.229000002145767	0	0.729999989271164	0.939999997615814
cg10837924	0.048000000417233	0.028991596638656	0.872999995946884	0.956000000238419	0.355499997735023	0.348499998450279	0.362499997019768	0.302500009536743	0.34400001168251	0.851500004529953	0.868000000715256
cg22878786	0.354000002145767	0.032025795331911	0.75900000333786	0.807000011205673	0.234000004827976	0.289500005543232	0.244000002741814	0.270500004291534	0.259999990463257	0.407000005245209	0.650999993085861
cg13610659	0.944000005722046	0.926785492897034	0.96450001001358	0.972499996423721	0.912999987602234	0.883500009775162	0.884999990463257	0.814500004053116	0.352999985218048	0.981499999761581	0.96450001001358
cg03061719	0.899999976158142	0.857142984867096	0.951999992132187	0.909999996423721	0.891000002622604	0.915000021457672	0.87950000166893	0.796999990940094	0	0.924500018358231	0.909500002861023
cg17554464	0.899999976158142	0.862781937633242	0.914499998092651	0.896499991416931	0.289499998092651	0.260000005364418	0.240000002086163	0.247500002384186	0	0.886000007390976	0.91100001335144
cg07139337	0.952000021934509	0.117142997682095	0.955000013113022	0.855500012636185	0.825500011444092	0.876500010490417	0.825500011444092	0.947500020265579	0.939999997615814	0.983999997377396	0.899500012397766
cg19504001	0.898000001907349	0.86881747841835	0.846000015735626	0.840999990701675	0.918999999761581	0.935000002384186	0.916999995708466	0.926499992609024	0.897000014781952	0.196000002324581	0.916000008583069
cg27305893	0.944000005722046	0.926666666666667	0.938000023365021	0.935999989509583	0.961499989032745	0.877999991178513	0.880499988794327	0.911499977111816	0	0.967500001192093	0.915000021457672
cg14233313	0	0.94191899895668	0.95550000667572	0.914000004529953	1	0.937000006437302	0.962999999523163	0.960500001907349	0.940999984741211	0.893500000238419	0.953999996185303
cg16402452	0.925000011920929	0	0.931000024080276	0.951999992132187	0.924500018358231	0.970499992370605	0.861000001430511	0.939000010490417	0.906000018119812	0.91049998998642	0.949000000953674
cg05579764	0.970000028610229	0.954016723416068	0.973999977111816	0.981499999761581	0.916000008583069	0.871499985456467	0.575999975204468	0.965499997138977	0.970000028610229	0.962999999523163	0.992500007152557
cg04422637	0.976999998092651	0.964901506900787	0.979000002145767	0.940499991178513	0.747000008821487	0.648999989032745	0.745999991893768	0.577499985694885	0.228000000119209	0.761500000953674	0.981000006198883
cg11762360	0.978999972343445	0.954166501760483	0.977500021457672	0.981499999761581	0.941000014543533	0.925000011920929	0.936999976634979	0.938500016927719	0.370999991893768	0.953999996185303	0.981499999761581
cg04204972	0.228000000119209	0.926126180092494	0.970000028610229	0.958499997854233	0.958999991416931	0.989499986171722	0.949499994516373	0.938500016927719	0.921000003814697	0.962999999523163	0.965499997138977
cg02812264	0.050999999046326	0.878676503896713	0.056499999016523	0.20100000500679	0.764500021934509	0.762500017881393	0.662500023841858	0.707999974489212	0.887000024318695	0.11150000244379	0.037000000476837
cg20652042	0.926999986171722	0.912561727421624	0.876999974250793	0.260500006377697	0.83050000667572	0.838499993085861	0.788000017404556	0.830000013113022	0.746999979019165	0.800500005483627	0.865000009536743
cg05044173	0.927999973297119	0.827777618832058	0.180000001564622	0.877499997615814	0.720999985933304	0.693500012159348	0.847000002861023	0.872500002384186	0.885999977588654	0.853500008583069	0.006000000052154
cg11291456	0.929000020027161	1	0.949000000953674	0.900000005960464	0.960500001907349	0.949499994516373	0.975499987602234	0.929500013589859	0.952000021934509	0.440999984741211	0.939500004053116
cg04916662	0.967000007629395	0.952222222222222	0.95550000667572	0.953999996185303	0.764499992132187	0.796499997377396	0.375	0.992500007152557	0.973999977111816	0.965000003576279	0.939500004053116
cg24176612	0.811999976634979	0.872983870967742	0.902499973773956	0.875	0.723000019788742	0.694999992847443	0.300999999046326	0.944499999284744	0.949999988079071	0.956499993801117	0.887000024318695
cg04234016	0.026000000536442	0.819444285498725	0.017000000923872	0.016999999992549	0.193000003695488	0.11599999666214	0.182500004768372	0.138000000268221	0.179000005125999	0.042000002227724	0.019999999552965
cg16117614	0.953000009059906	0.921296507120132	0.967000007629395	0.967999994754791	0.942500025033951	0.921000003814697	0.898499995470047	0.847499996423721	0.261999994516373	0.9375	0.983500003814697
cg11572042	0.941999971866608	0.937254665295283	0.914499998092651	0.90149998664856	0.800999999046326	0.819999992847443	0.836500018835068	0.790000021457672	0.435999989509583	0.100000005215406	0.930000007152557
cg01437161	0.908999979496002	0.200000002980232	0.880499988794327	0.854000002145767	0.881000012159348	0.738999992609024	0.766499996185303	0.793000012636185	0.625	0.849500000476837	0.905000001192093
cg02141084	0.78600001335144	0.101724001765251	0.902999997138977	0.853999972343445	0.782000005245209	0.738499999046326	0.754000008106232	0.692999988794327	0.521000027656555	0.819999992847443	0.881000012159348
cg24722535	0.941999971866608	0.084928251802921	0.885500013828278	0.904500007629395	0.916000008583069	0.946000009775162	0.917999982833862	0.949999988079071	0.930999994277954	0.950999975204468	0.83050000667572
cg23967739	0.88400000333786	0.068322994138884	0.903500020503998	0.843500018119812	0.912000000476837	0.925999999046326	0.918999999761581	0.847499996423721	0.896000027656555	0.849999994039536	0.817499995231628
cg07465999	0.836000025272369	0.083237657864524	0.851500004529953	0.805500000715256	0.946000009775162	0.878500014543533	0.926499992609024	0.90149998664856	0.921000003814697	0.921000003814697	0.773499995470047
cg02371766	0	0.840403974056244	0.980499982833862	0.962999999523163	0.333499997854233	0.487000003457069	0.71450001001358	0.880500018596649	0.986000001430511	0.926499992609024	0.992000013589859
cg10790709	0.976999998092651	0.8775	0.939999997615814	0.82150000333786	0.933499991893768	0.97350001335144	0.921000003814697	0.967999994754791	0.925999999046326	0.161499995738268	0.920000016689301
cg03156020	0.944999992847443	0.960892620415378	0.267999991774559	0.757999986410141	0.963499993085861	0.986000001430511	0.959000021219254	0.972000002861023	0.967999994754791	0.905000001192093	0.648000001907349
cg12413643	0.899999976158142	0.913151502609253	0.110999997705221	0.109999999403954	0.952500015497208	0.941000014543533	0.93299999833107	0.97350001335144	0.925999999046326	0.00800000037998	0.482000008225441
cg23872155	0	0.93521398396203	0.895999997854233	0.919999986886978	0.881500005722046	0.91049998998642	0.902500003576279	0.88400000333786	0.874000012874603	0.85300001502037	0.909999996423721
cg14015828	0	1	0.843500018119812	0.793999999761581	0.610499978065491	0.433499991893768	0.398499995470047	0.408000007271767	0.305999994277954	0.623999983072281	0.941499978303909
cg24734928	0.935000002384186	0.819927990436554	0.025000000372529	0.05800000205636	0.865000009536743	0.909500002861023	0.842999994754791	0.833499997854233	0.818000018596649	0.152500003576279	0.02350000012666
cg26574777	0.938000023365021	0.933333333333333	0.956999987363815	0.883500009775162	0.898499995470047	0.929500013589859	0.879000008106232	0.859499990940094	0.810000002384186	0.19200000166893	0.952499985694885
cg10117603	0.97299998998642	0.949166666666667	0.966500014066696	0.941500008106232	0.971499979496002	0.976999998092651	0.920500010251999	0.9375	0.945999979972839	0.358500003814697	0.962999999523163
cg15559940	0.929000020027161	0.907143008708954	0.944999992847443	0.863000005483627	0.939000010490417	0.975499987602234	0.949000000953674	0.949499994516373	0.981000006198883	0.283500008285046	0.969999998807907
cg19349476	0.985000014305115	0.933333333333333	0.96900001168251	0.958000004291534	0.981000006198883	0.965999990701675	0.94200000166893	0.974500000476837	0.970000028610229	0.28999999910593	0.995000004768372
cg25270899	0.966000020503998	0.9639611964876	0.97749999165535	0.958999991416931	0.957000017166138	0.980500012636185	0.975499987602234	0.976500004529953	0.977999985218048	0.334999993443489	0.970999985933304
cg18661463	0.855000019073486	0.012820512820513	0.871499985456467	0.897000014781952	0.95100000500679	0.96849998831749	0.880999982357025	0.941500008106232	0.89300000667572	0.932000011205673	0.935499995946884
cg20807920	0.976999998092651	0.919661733615222	1	0.958499997854233	0.257000006735325	0.1875	0.305500000715256	0.195000000298023	0.180000007152557	0.902500003576279	1
cg05037299	0.625	0.925823986530304	0.963499993085861	0.846500009298325	1	0.947500020265579	0.951499998569489	0.968000024557114	0.968999981880188	0.050999999046326	0.905000001192093
cg16814392	0.959999978542328	0.902381014823914	0.960500001907349	0.962999999523163	0.098000001162291	0.105500001460314	0.03800000064075	0.046000000089407	0.013000000268221	0.934000015258789	0.925999999046326
cg05653164	0.041999999433756	0.895721968482522	0.881999999284744	0.91550001502037	0.703000009059906	0.738000005483627	0.742999970912933	0.812000006437302	0.660000026226044	0.872000008821487	0.860000014305115
cg12423658	0.925999999046326	0.918333492279053	0.980499982833862	0.973999977111816	0.212499998509884	0.314500004053116	0.25	0.219999998807907	0.171000003814697	0.965499997138977	0.976500004529953
cg22131172	0.924000024795532	0.034647568922352	0.869500011205673	0.912999987602234	0.29899999499321	0.263000003993511	0.700499981641769	0.9375	0.938000023365021	0.953500002622604	0.859999984502792
cg18571045	0.030999999493361	0.923295497894287	0.810000002384186	0.951499998569489	0.009499999694526	0.010499999858439	0	0.026499999687076	0	0.603499978780746	0.919999986886978
cg01238865	0.907000005245209	0.192587209302326	0.945000022649765	0.939500004053116	0.893999993801117	0.952499985694885	0.909000009298325	0.907000005245209	0.921999990940094	0.888000011444092	0.913999974727631
cg03313271	0.904999971389771	0.897368421052632	0.976000010967255	0.962000012397766	0.009999999776483	0.021999999880791	0	0.021499999798834	0.263999998569489	0.953500002622604	0.985000014305115
cg04340435	0.168999999761581	0	0.481000006198883	0.63400000333786	0.025000000372529	0.013000000268221	0.036499999463558	0.025999999605119	0.019999999552965	0.043500000610948	0.423500001430511
cg12437013	0.958000004291534	0.979464495182037	0.967500001192093	0.978499978780746	0.547500014305115	0.558999985456467	0.268500000238419	0.253499999642372	0.171000003814697	0.934000015258789	0.954499989748001
cg15208672	0.940999984741211	0.925271739130435	0.844999998807907	0.443000003695488	0.95100000500679	0.962500005960464	0.927000015974045	0.940499991178513	0.953000009059906	0.470500007271767	0.920000016689301
cg21432462	0.925000011920929	0.86405536340129	0.96000000834465	0.923500001430511	0.780000001192093	0.782999992370605	0.797499984502792	0.783999979496002	0	0.901000022888184	0.939500004053116
cg09041183	0.966000020503998	0.978846154610316	0.967500001192093	0.955000013113022	0.680000007152557	0.72800001502037	0.715499997138977	0.61599999666214	0.381000012159348	0.941000014543533	0.99099999666214
cg07878580	0.924000024795532	0.972348499298096	0.965000003576279	0.960500001907349	0.976000010967255	1	0.985500007867813	0.98199999332428	0.976000010967255	0.636500000953674	0.988499999046326
cg06380691	0.890999972820282	0.866071428571429	0.936500012874603	0.909500002861023	0.03150000050664	0.010999999940395	0.017000000923872	0.013000000268221	0.016000000759959	0.684499979019165	0.949000000953674
cg15900159	0.245000004768372	0.958333174387614	0.985500007867813	0.973499983549118	0.826999992132187	0.796000003814697	0.820000022649765	0.825499981641769	0.523000001907349	0.739499986171722	1
cg20699157	0.959999978542328	0.960723912206198	0.792499989271164	0.688499987125397	0.833499997854233	0.851000010967255	0.829499989748001	0.857500016689301	0.717000007629395	0.182499997317791	0.820999979972839
cg18436544	0.952000021934509	0.945700261809609	0.00800000037998	0	0.965000003576279	0.960999995470047	0.95550000667572	0.962000012397766	0.535000026226044	0	0.01549999974668
cg09088496	0.940999984741211	0.919642863103322	0	0	1	0.97299998998642	0.976500004529953	0.958499997854233	0.964999973773956	0.026999999769032	0.025499999523163
cg05696274	0.975000023841858	0.911066965623335	0.983000010251999	0.989499986171722	0.047499999403954	0.018999999389052	0.07149999961257	0.079500000923872	0.007000000216067	0.973999977111816	0.992500007152557
cg09271065	1	0.969817823739279	0.990000009536743	0.970499992370605	0.975000023841858	0.972499996423721	0.973000019788742	0.948500007390976	0.958000004291534	0.642999976873398	0.973499983549118
cg05393175	0.967999994754791	0.866071492433548	0.950500011444092	0.921999990940094	0.670000016689301	0.734500020742416	0.234999999403954	0.952499985694885	0.917999982833862	0.941000014543533	0.826499998569489
cg21565496	1	0.954166660706202	0.149500004947186	0.526999995112419	0.959999978542328	1	1	0.971500009298325	0.98199999332428	0.954500019550323	0.117000002413988
cg16989646	0	0	0.620999991893768	0.567999988794327	0.010499999858439	0.030500000342727	0.050499999895692	0.048499999567866	0.030999999493361	0.126999996602535	0.527500003576279
cg02371473	0.638999998569489	0.800000005960464	0	0.007499999832362	0.040000000968576	0.081000000238419	0.01799999922514	0.800000011920929	0.612999975681305	0.072000000625849	0.010499999858439
cg17416169	0.954999983310699	0.882352974484949	0.902500003576279	0.914499998092651	0.365500003099442	0.346500009298325	0.754000008106232	0.845999985933304	0.930999994277954	0.952499985694885	0.888999998569489
cg00873906	0.090999998152256	0.888888951804903	0.956999987363815	0.921999990940094	0.082499999552965	0.078500000759959	0.035500001162291	0.039499999955297	0.814000010490417	0.918999999761581	0.954499989748001
cg13313251	0	0.880614657210402	0.909000009298325	0.962000012397766	0	0.014999999664724	0.016999999992549	0.007000000216067	0	0.822500020265579	0.930999994277954
cg00829747	0.888999998569489	0.094117647803882	0.90200001001358	0.862500011920929	0.847000002861023	0.82150000333786	0.854499995708466	0.877499997615814	0.76800000667572	0.796999990940094	0.888999998569489
cg10374063	0.912000000476837	0.126666497439146	0.931500017642975	0.908499985933304	0.918500006198883	0.925999999046326	0.891999989748001	0.919999986886978	0.897000014781952	0.913499981164932	0.884499996900558
cg06748309	0.976999998092651	0.88827601313591	0.949000000953674	0.960500001907349	0.319499999284744	0.262500002980232	0.884999990463257	0.941500008106232	0.978999972343445	0.918000012636185	0.927999973297119
cg13916111	0.026000000536442	0.925823954435495	0.938499987125397	0.974999994039536	0.704999983310699	0.783499985933304	0.667499989271164	0.708499997854233	0.736000001430511	0.974999994039536	0.981499999761581
cg15854242	0.836000025272369	0.923802462907938	0.013000000268221	0	0.962500005960464	0.882499992847443	0.91949999332428	0.813999980688095	0.880999982357025	0	0.010999999940395
cg21876656	0.873000025749207	0.883445945945946	0	0	0.914000004529953	0.918000012636185	0.891499996185303	0.867000013589859	0.887000024318695	0.017000000923872	0.010999999940395
cg20870372	0.883000016212463	0.881818033890291	0.014999999664724	0	0.907499998807907	0.898000001907349	0.905000001192093	0.842999994754791	0.888999998569489	0.242000002413988	0.014999999664724
cg21317441	0.948000013828278	0.857142984867096	0.950000017881393	0.970999985933304	0.124499998986721	0.163500003516674	0.154500000178814	0.207999996840954	0.017000000923872	0.92849999666214	0.981499999761581
cg09630038	0.207000002264977	0.880570467780618	0.010999999940395	0.008500000461936	0.904500007629395	0.865000009536743	0.868499994277954	0.896500021219254	0.950999975204468	0	0.024000000208616
cg07230522	0.930000007152557	0.957427501678467	0.977999985218048	0.934000015258789	1	0.972000002861023	1	0.995000004768372	0.966000020503998	0.300999999046326	0.916999995708466
cg26499796	0.954999983310699	0.942789968652038	0.956999987363815	1	0.842999994754791	0.787999987602234	0.829000025987625	0.833999991416931	0.184000000357628	0.940499991178513	1
cg10797387	0.388000011444092	0	0.602999985218048	0.493499994277954	0.177000001072884	0.124499998986721	0.175000004470348	0.128000002354383	0.194000005722046	0.287999987602234	0.635500013828278
cg15912732	0.940999984741211	0.864732142857143	0.930000007152557	0.861000001430511	0.693499982357025	0.579499989748001	0.020999999716878	0.900999993085861	0.91100001335144	0.840500026941299	0.920000016689301
cg26099837	0.953000009059906	0.907631578947368	0.954499989748001	0.943499982357025	0.564999997615814	0.506999984383583	0.065999999642372	0.932500004768372	0.899999976158142	0.86599999666214	0.932499974966049
cg22454744	0.537000000476837	0.052777778150307	0.618000000715256	0.632000029087067	0.372999995946884	0.322999998927116	0.28099999576807	0.327000007033348	0.300000011920929	0.311000004410744	0.538500010967255
cg27394566	0.125	0.932967007160187	0.983000010251999	0.973499983549118	0.678999990224838	0.754999995231628	0.660500019788742	0.685999989509583	0.894999980926514	0.920999974012375	1
cg06643002	0.342999994754791	0.957890162865154	0.948000013828278	0.92399999499321	0.87049999833107	0.912499994039536	0.861000001430511	0.890500009059906	0.919000029563904	0.711499989032745	0.931499987840652
cg19676553	0.924000024795532	0.94932123700171	0.983000010251999	0.967999994754791	0.523999989032745	0.525499999523163	0.539000004529953	0.378499999642372	0.061999998986721	0.956499993801117	0.976000010967255
cg21181210	0.938000023365021	0.943560987710953	0.969500005245209	0.856000006198883	0.914000004529953	0.702999979257584	0.79050001502037	0.717999994754791	0.773000001907349	0.247000008821487	0.962999999523163
cg22908922	0.940999984741211	0.945116500854492	0.972500026226044	0.965499997138977	0.64300000667572	0.553000003099442	0.457000002264977	0.534000009298325	0.939000010490417	0.956499993801117	0.967000007629395
cg01830256	0.89300000667572	0.874509956906824	0.95550000667572	0.90149998664856	0.979000002145767	0.970499992370605	0.976000010967255	0.941000014543533	0.972000002861023	0.086000001057982	0.966999977827072
cg12553238	0.029999999329448	0.894444507360458	0.484500005841255	0.385000005364418	1	0.935999989509583	0.933999985456467	0.956000000238419	0.97299998998642	0.030500000342727	0.77649998664856
cg07665508	0.976999998092651	0.900326934125688	0.146499998867512	0.166500002145767	0.958000004291534	0.976999998092651	0.961999982595444	0.949000000953674	0.970000028610229	0.912500023841858	0.069000001996756
cg20042612	0.947000026702881	0.937337517738342	0.28999999165535	0.03000000026077	0.94200000166893	0.957499980926514	0.96450001001358	0.950000017881393	0.920000016689301	0.050500001758337	0.084499999880791
cg04756491	0.977999985218048	0.929401993355482	0.868499994277954	0.930999994277954	0.010499999858439	0	0	0.012499999720603	0	0.940999984741211	0.89699998497963
cg15227548	0.013000000268221	0	0.275499999523163	0.324000000953674	0	0.009999999776483	0	0.014499999582768	0	0.048500001430512	0.31300000846386
cg10264529	0.959999978542328	0.868534505367279	0.969500005245209	0.974999994039536	0.078500002622604	0.026999999769032	0.00800000037998	0.054499998688698	0.082000002264977	0.991499990224838	0.983000010251999
cg09272864	0.118000000715256	0.877499997615814	0.953500002622604	0.951499998569489	0.826999992132187	0.833999991416931	0.836499989032745	0.863000005483627	0.859000027179718	0.881499975919724	0.908999979496002
cg27547947	0.894999980926514	0.80625	0.860500007867813	0.195000000298023	0.931000024080276	0.933999985456467	0.898000001907349	0.914000004529953	0.919000029563904	0.724999994039536	0.833499997854233
cg24991963	0.409000009298325	0.047933298414339	0.872000008821487	0.898000001907349	0.560499995946884	0.652500003576279	0.596500009298325	0.644500017166138	0.699999988079071	0.840999990701675	0.891499996185303
cg15364446	0.686999976634979	0.102631501108408	0.734499990940094	0.752000004053116	0.587999999523163	0.58050000667572	0.53150001168251	0.62049999833107	0.629000008106232	0.636000007390976	0.683500021696091
cg11859419	0	0.951190507411957	0.972000002861023	0.984999984502792	0.605499982833862	0.657000005245209	0.50900000333786	0.514500021934509	0.957000017166138	0.976500004529953	0.994500011205673
cg00295574	0.857999980449677	0.866666819651922	0.881000012159348	0.812000006437302	0.171999998390675	0.22350000590086	0.126000002026558	0.34850001335144	0.718999981880188	0.909000009298325	0.805500000715256
cg03636618	0.925999999046326	0.891813009977341	0.96849998831749	0.912499994039536	0.97350001335144	0.893999993801117	0.806999981403351	0.923500001430511	0.028999999165535	0.833499997854233	0.941500008106232
cg25573640	0.899999976158142	0.880570443290713	0.934000015258789	0.897499978542328	0.962999999523163	0.909999996423721	0.84349998831749	0.893999993801117	0.028999999165535	0.87049999833107	0.983500003814697
cg19225438	0.967000007629395	0.964374989271164	0.964000016450882	0.879000008106232	1	0.973000019788742	0.953999996185303	0.958000004291534	0.975000023841858	0.591999977827072	0.902500003576279
cg18148870	0.958000004291534	0.948684210526316	0.96399998664856	0.972499996423721	0.152999997138977	0.208499997854233	0	0.144999995827675	0	0.836500018835068	0.925000011920929
cg11460520	0.967000007629395	0.81025641025641	0.962999999523163	0.956500023603439	0	0.021499999798834	0	0.118500001728535	0.430000007152557	0.972000002861023	0.974000006914139
cg13067714	0.90200001001358	0.881558441558442	0.957499980926514	0.96450001001358	0.040500000119209	0.039499999955297	0.007000000216067	0.028500000014901	0.014999999664724	0.855000019073486	0.971000015735626
cg07102611	0.187000006437302	0.915384615384615	0.972500026226044	0.976000010967255	0.967000007629395	0.962999999523163	0.956499993801117	0.971000015735626	0.938000023365021	0.983999997377396	0.95100000500679
cg15208685	0.016000000759959	0.824074000120163	0.917499989271164	0.89699998497963	0.975499987602234	0.988000005483627	0.874499976634979	0.917500019073486	0.912999987602234	0.866999983787537	0.89750000834465
cg00681462	0.020999999716878	0.922962971307613	0.116500001400709	0.185000002384186	0.012500000186265	0.029000000096858	0	0	0	0.07349999807775	0.267000004649162
cg12656902	0.989000022411346	0.955533380093782	0.988499999046326	0.981499999761581	0.97800001502037	0.966000020503998	0.929500013589859	0.952499985694885	0.46900001168251	0.978500008583069	0.981499999761581
cg20890056	0.34799998998642	0.955533721230247	0.729499995708466	0.913500010967255	0.933500021696091	0.931499987840652	0.89750000834465	0.941500008106232	0.962999999523163	0.89750000834465	0.074500001966953
cg08221848	0.513999998569489	0.97512298822403	0.74549999833107	0.910500019788742	0.965999990701675	0.973999977111816	0.924999982118607	0.970499992370605	0.96399998664856	0.920499980449677	0.066000001505017
cg16464494	0.977999985218048	0.887806473083274	1	0.984499990940094	0.028499999083579	0	0	0.025999999605119	0	0.95100000500679	0.979000002145767
cg24690563	1	0.990909090909091	0.978499978780746	0.99099999666214	0.555500000715256	0.488500013947487	0.811499983072281	0.979000002145767	0.950999975204468	0.945500016212463	0.97350001335144
cg09084712	0.973999977111816	1	1	1	0.569499999284744	0.592500001192093	0.886500000953674	1	0.980000019073486	0.962000012397766	0.986999988555908
cg12382960	0.943000018596649	1	0.972000002861023	0.972499996423721	0.403500005602837	0.350500002503395	0.766000002622604	0.967500001192093	0.935000002384186	0.94200000166893	0.96900001168251
cg19961411	0.921999990940094	0.104515999555588	0.895999997854233	0.881000012159348	0.730000019073486	0.664499998092651	0.751500010490417	0.828999996185303	0.704999983310699	0.885500013828278	0.874500006437302
cg14345154	0.98199999332428	0.898989961905913	0.941999971866608	0.990500003099442	0.473499998450279	0.394500002264977	0.539000004529953	0.342500001192093	0	0.968500018119812	0.988499999046326
cg13873287	0.851999998092651	0.916083959432749	0.575999975204468	0.176000002771616	0.199500009417534	0.480500012636185	0.125	0.962500005960464	0.976000010967255	0.018999999389052	0.740500003099442
cg09316997	0.907999992370605	0.810479396428817	0.017500000074506	0.006000000052154	0.97299998998642	0.96399998664856	0.944000005722046	0.951999992132187	0.940999984741211	0	0.046999998390675
cg13559889	0	0.813226491212845	0	0	0.093000002205372	0.149000000208616	0.082999998703599	0.004499999806285	0	0.00650000013411	0.008500000461936
cg11065972	0.231000006198883	0.730769230769231	0.770999997854233	0.009999999776483	0.014000000432134	0.032500000670552	0.013500000350177	0.061000000685453	0.068000003695488	0	0.66550001502037
cg06930739	0.930999994277954	0.933333333333333	0.95100000500679	0.877999991178513	0.153999999165535	0.145000003278255	0.124000001698732	0.089999999850988	0.189999997615814	0.685999989509583	0.96900001168251
cg17319795	0	0.845238095238095	0.747500002384186	0.618000000715256	0.00800000037998	0.016999999992549	0	0.00800000037998	0	0.114500001072884	0.823500007390976
cg22999830	0	0.832167918865497	0.066500000655651	0	0.123000003397465	0.081000000238419	0.091000001877546	0.076499998569489	0.037000000476837	0	0.08049999922514
cg19011001	0.967000007629395	0.918333341677984	0.980500012636185	0.958499997854233	0.019999999552965	0	0	0.043999999761581	0	0.809500008821487	0.972000002861023
cg01183860	0.952000021934509	0.956864506006241	0.982500016689301	0.91499999165535	0.979000002145767	0.988000005483627	0.960500001907349	0.98199999332428	0.962000012397766	0.237999990582466	0.952999979257584
cg05023903	0.971000015735626	1	0.966000020503998	0.926999986171722	0.98649999499321	1	0.92849999666214	0.97800001502037	0.98199999332428	0.311999998986721	0.97350001335144
cg12031275	0.967999994754791	0.922618985176086	0.94650000333786	0.974999994039536	0.717500001192093	0.847499996423721	0.885500013828278	0.887499988079071	0.111000001430511	0.980500012636185	0.900499999523163
cg21700663	0.961000025272369	0.967150002717972	0.979499995708466	0.985499978065491	0.951999992132187	0.881999999284744	0.818500012159348	0.840499997138977	0.032999999821186	0.992500007152557	0.986000001430511
